filepaths,class,label,phase,dissimilarity,homogeneity,contrast,energy,ASM,correlation,fourier_descriptors
fruits_v2/train/Apple/Image_43_jpg.rf.429c8566b815d3750defd7a20ba799d4.jpg,Apple,0,train,0.93105408,0.508698111,297.1318101,9.065804478,3.571672229,0.000827094,"[-9.00000000e+00+0.00000000e+00j -6.66224559e-01-1.29363127e+00j
 -6.03589838e+00+2.59807621e+00j -5.75735931e+00+1.34314575e+00j
 -3.23205081e+00-1.33974596e-01j  3.11571430e+00-2.35789950e+00j
 -7.00000000e+00-1.00000000e+01j -9.59264975e+00-6.67168339e+00j
  6.23205081e+00-2.02583302e+01j -7.41421356e+00-1.26568542e+01j
 -1.29641016e+01-2.59807621e+00j -6.02507169e+01-1.04666581e+02j
  1.04700000e+03+1.40000000e+02j -4.52992786e+00-2.70268768e+01j
 -4.08205081e+01+1.40621778e+01j -1.42426407e+01+1.26568542e+01j
  2.76794919e+00+2.25833025e+00j  2.08043812e+00+8.67840758e+00j
  1.00000000e+00+6.00000000e+00j  1.03751347e+00+1.69106006e-01j]"
fruits_v2/train/Apple/Image_45_jpg.rf.7950b89090618d6296ac4eb71236efe9.jpg,Apple,0,train,0.980605077,0.514708904,71.75296219,10.14445598,3.101576344,0.000810886,"[ -67.61321431  -1.9467437j  -235.54698553+367.24613429j
 -315.60407471+118.51103902j  -77.25283362+166.91330561j
 -229.66712743+177.04044563j  -40.306477  +214.73638999j
 -199.63098532+478.77737817j -213.93434706+192.91073562j
  127.06249959+247.4338632j    14.99081536+485.14245842j
  -65.0334327 +124.74185735j  285.69058202+370.26312167j
 -129.71205802+411.85542658j   12.09085437 -29.48991705j
  385.03193745+198.4708636j   198.09159896+363.77824112j
  222.16850368+165.30922326j  232.05252464+140.25136842j
  340.86558626 +79.06714122j  334.36285662+106.85188982j]"
fruits_v2/train/Apple/Image_47_jpg.rf.85124dac134d9484b3616d917761e2a7.jpg,Apple,0,train,0.963888537,0.881190113,19.52889854,4.868614942,1.063763061,0.006614545,"[-468.08687877-230.76946001j  -68.83357114-249.56545323j
  -38.71128793+194.68351852j -373.95654273+322.49547201j
 -633.22266974  -9.7934832j  -375.39519577-312.63527924j
   -2.55890795-164.18839003j  -89.1471711 +254.91075097j
 -409.39749823+312.70853658j -580.08015551-112.95237676j
 -279.01186617-312.40803303j  -14.04707346 +27.58310266j
 -305.94001964+286.73578084j -634.81850648+118.43408256j
 -597.98989524-321.1586685j  -161.72458678-320.45657763j
  -32.14156327 +85.2183398j  -399.16745895+312.67761017j
 -697.8139443  -51.27828467j -519.5893724 -383.00912434j]"
fruits_v2/train/Apple/Image_49_jpg.rf.5df5e66ae4cb12b3e0081eb1faf33442.jpg,Apple,0,train,0.98524062,0.806141862,189.2943515,5.22554074,1.601344799,0.002317681,"[-9.2316761  +6.7616417j   0.03313025 -3.93889573j
  0.26346598 +2.95447048j -1.19576651 -2.82267693j
  0.8244295  -1.61803399j  1.25043423 -4.26330955j
 -0.33533339 -3.20520207j -5.33012702 -5.23205081j
 -2.97130756 -3.73784274j -4.31919217 -2.84503666j
 -0.22537215 -0.80895332j -0.88120579 -0.30518613j
 -4.33290931 -0.3773167j   0.09788697 +0.61803399j
 -3.32137584 -3.4021263j  10.42513695 -3.33911283j
  2.92355222 -7.78335629j 12.54489986-12.96351199j
 -6.96334563-20.96524355j 25.42653364-55.83146771j]"
fruits_v2/train/Apple/Image_53_png.rf.169dacc1badb6af3e3418f965b268ef8.jpg,Apple,0,train,0.941693044,0.7361134,185.3227741,7.461761129,2.124973965,0.001684788,"[-37.        -27.j         -94.32267164-85.87006823j
 -25.74990389-98.43597681j -54.18523795-58.58371332j
 -53.97923401-88.37014735j -50.58184159-78.52658464j
 -38.32587372-94.13991276j -29.94416528-76.49650751j
 -39.7947633 -73.67994674j -43.03389445-67.55157644j
 -56.95736262-75.35058985j -45.67182447-85.593467j
 -48.79234186-80.78014552j -39.67991902-77.55145331j
 -44.56732943-86.05370491j -37.15576852-70.86777754j
 -41.78033562-62.06224944j -49.46342256-59.81674592j
 -57.14570696-73.37615434j -41.77806381-67.31482143j]"
fruits_v2/train/Apple/Image_55_jpg.rf.15649a33f8c5d992fda402813f28776d.jpg,Apple,0,train,0.931521646,0.840323028,146.9399329,3.544936031,1.497316746,0.002935359,"[ 13.21798927 +27.16687432j 118.00258896 +54.24925317j
  76.99686102 -56.82151582j 153.66650968  -2.64222221j
 148.14526811 -40.4842817j  150.46695171 -38.87462759j
 212.8930866  -78.57846893j 198.95855749 -99.90999546j
 280.62806558-106.84638903j 230.33389285-149.69453165j
 307.71286474-176.39051985j 304.58172167-217.85964926j
 326.37173544-236.43543987j 347.17172621-296.84153459j
 330.03124037-330.54138584j 389.4961689 -393.6934331j
 346.76450935-404.57377025j 380.07543763-478.61990368j
 352.66827591-529.65922483j 374.54921985-576.79098838j]"
fruits_v2/train/Apple/Image_56_jpg.rf.3f20f65ef89f36390abf158c65590f6a.jpg,Apple,0,train,0.984584062,0.702003824,101.8954978,5.972505198,2.093651611,0.001861465,[    0.   +0.j -1278.-1278.j  1278.+1278.j     0.   +0.j]
fruits_v2/train/Apple/Image_58_jpg.rf.5dbbae7a8f3a272133adb4001fe7408d.jpg,Apple,0,train,0.963827454,0.7574071,298.4692317,4.411420398,2.098451633,0.002228418,[    0.   +0.j -1278.-1278.j  1278.+1278.j     0.   +0.j]
fruits_v2/train/Apple/Image_59_png.rf.17cf226b3761cb3624c3a39d96ac2dfe.jpg,Apple,0,train,0.737346339,0.952230442,53.89663729,0.963120226,0.590398607,0.004600847,[    0.   +0.j -1278.-1278.j  1278.+1278.j     0.   +0.j]
fruits_v2/train/Apple/Image_61_jpg.rf.7b792d58a96abe77b3f29b747c609e82.jpg,Apple,0,train,0.990269373,0.403779667,30.9530071,10.59653399,3.075149524,0.000718984,[    0.   +0.j -1278.-1278.j  1278.+1278.j     0.   +0.j]
